경기 No.,경기일자,상대팀,세트스코어,득점,실점,경기시간,승패,시즌,홈팀
40,2021.11.07,KGC인삼공사,1:3,84,104,2h 03m,lose,18,GS 칼텍스
78,2021.11.30,KGC인삼공사,3:0,75,54,1h 22m,win,18,GS 칼텍스
120,2021.12.24,KGC인삼공사,1:3,101,101,2h 08m,lose,18,GS 칼텍스
154,2022.01.13,KGC인삼공사,3:1,96,91,1h 57m,win,18,GS 칼텍스
205,2022.02.28,KGC인삼공사,3:0,78,52,1h 19m,win,18,GS 칼텍스
2,2021.10.16,흥국생명,3:0,77,68,1h 29m,win,18,GS 칼텍스
52,2021.11.14,흥국생명,3:0,75,54,1h 21m,win,18,GS 칼텍스
86,2021.12.04,흥국생명,3:0,79,66,1h 29m,win,18,GS 칼텍스
136,2022.01.02,흥국생명,3:1,96,85,1h 49m,win,18,GS 칼텍스
178,2022.02.01,흥국생명,3:0,75,56,1h 15m,win,18,GS 칼텍스
228,2022.03.21,흥국생명,3:0,75,63,1h 26m,win,18,GS 칼텍스
26,2021.10.30,IBK기업은행,3:1,98,78,1h 49m,win,18,GS 칼텍스
74,2021.11.27,IBK기업은행,3:0,75,61,1h 24m,win,18,GS 칼텍스
104,2021.12.15,IBK기업은행,3:0,75,43,1h 12m,win,18,GS 칼텍스
142,2022.01.06,IBK기업은행,3:0,77,68,1h 26m,win,18,GS 칼텍스
193,2022.02.10,IBK기업은행,0:3,67,79,1h 22m,lose,18,GS 칼텍스
12,2021.10.22,페퍼저축은행,3:0,75,48,1h 08m,win,18,GS 칼텍스
60,2021.11.19,페퍼저축은행,3:0,75,55,1h 18m,win,18,GS 칼텍스
92,2021.12.08,페퍼저축은행,3:0,75,60,1h 26m,win,18,GS 칼텍스
148,2022.01.09,페퍼저축은행,3:0,75,53,1h 17m,win,18,GS 칼텍스
201,2022.02.24,페퍼저축은행,3:0,75,58,1h 17m,win,18,GS 칼텍스
18,2021.10.26,한국도로공사,1:3,74,95,1h 54m,lose,18,IBK 기업은행
82,2021.12.02,한국도로공사,0:3,50,75,1h 17m,lose,18,IBK 기업은행
118,2021.12.23,한국도로공사,2:3,101,111,2h 21m,lose,18,IBK 기업은행
132,2021.12.31,한국도로공사,0:3,53,75,1h 22m,lose,18,IBK 기업은행
180,2022.02.02,한국도로공사,3:1,94,85,1h 57m,win,18,IBK 기업은행
34,2021.11.04,KGC인삼공사,1:3,77,98,1h 57m,lose,18,IBK 기업은행
48,2021.11.12,KGC인삼공사,0:3,52,75,1h 20m,lose,18,IBK 기업은행
94,2021.12.09,KGC인삼공사,0:3,66,77,1h 32m,lose,18,IBK 기업은행
168,2022.01.21,KGC인삼공사,3:0,75,47,1h 15m,win,18,IBK 기업은행
174,2022.01.30,KGC인삼공사,3:2,111,100,2h 13m,win,18,IBK 기업은행
226,2022.03.20,KGC인삼공사,3:1,101,80,1h 53m,win,18,IBK 기업은행
10,2021.10.21,흥국생명,1:3,83,97,2h 01m,lose,18,IBK 기업은행
66,2021.11.23,흥국생명,3:0,77,64,1h 33m,win,18,IBK 기업은행
110,2021.12.18,흥국생명,0:3,72,79,1h 34m,lose,18,IBK 기업은행
158,2022.01.15,흥국생명,3:2,111,107,2h 13m,win,18,IBK 기업은행
203,2022.02.26,흥국생명,3:0,75,53,1h 20m,win,18,IBK 기업은행
207,2022.03.02,흥국생명,1:3,92,96,1h 55m,lose,18,IBK 기업은행
26,2021.10.30,GS 칼텍스,1:3,78,98,1h 49m,lose,18,IBK 기업은행
74,2021.11.27,GS 칼텍스,0:3,61,75,1h 24m,lose,18,IBK 기업은행
104,2021.12.15,GS 칼텍스,0:3,43,75,1h 12m,lose,18,IBK 기업은행
142,2022.01.06,GS 칼텍스,0:3,68,77,1h 26m,lose,18,IBK 기업은행
193,2022.02.10,GS 칼텍스,3:0,79,67,1h 22m,win,18,IBK 기업은행
42,2021.11.09,페퍼저축은행,1:3,90,97,1h 56m,lose,18,IBK 기업은행
54,2021.11.16,페퍼저축은행,3:2,109,96,2h 13m,win,18,IBK 기업은행
88,2021.12.05,페퍼저축은행,3:0,75,51,1h 17m,win,18,IBK 기업은행
162,2022.01.18,페퍼저축은행,0:3,61,75,1h 35m,lose,18,IBK 기업은행
188,2022.02.06,페퍼저축은행,3:0,75,58,1h 19m,win,18,IBK 기업은행
24,2021.10.29,한국도로공사,0:3,59,75,1h 23m,lose,18,페퍼저축은행
76,2021.11.28,한국도로공사,1:3,82,96,1h 51m,lose,18,페퍼저축은행
106,2021.12.16,한국도로공사,0:3,59,75,1h 28m,lose,18,페퍼저축은행
140,2022.01.05,한국도로공사,0:3,49,75,1h 17m,lose,18,페퍼저축은행
204,2022.02.27,한국도로공사,0:3,55,75,1h 25m,lose,18,페퍼저축은행
6,2021.10.19,KGC인삼공사,1:3,83,91,1h 47m,lose,18,페퍼저축은행
70,2021.11.25,KGC인삼공사,0:3,44,75,1h 14m,lose,18,페퍼저축은행
100,2021.12.12,KGC인삼공사,0:3,56,75,1h 25m,lose,18,페퍼저축은행
134,2022.01.01,KGC인삼공사,0:3,48,75,1h 18m,lose,18,페퍼저축은행
182,2022.02.03,KGC인삼공사,1:3,71,98,1h 41m,lose,18,페퍼저축은행
208,2022.03.03,KGC인삼공사,1:3,92,100,2h 04m,lose,18,페퍼저축은행
30,2021.11.02,흥국생명,1:3,101,105,2h 07m,lose,18,페퍼저축은행
80,2021.12.01,흥국생명,1:3,81,99,1h 49m,lose,18,페퍼저축은행
122,2021.12.25,흥국생명,1:3,87,99,1h 56m,lose,18,페퍼저축은행
128,2021.12.29,흥국생명,1:3,83,99,1h 51m,lose,18,페퍼저축은행
195,2022.02.11,흥국생명,3:1,93,82,1h 53m,win,18,페퍼저축은행
12,2021.10.22,GS 칼텍스,0:3,48,75,1h 08m,lose,18,페퍼저축은행
60,2021.11.19,GS 칼텍스,0:3,55,75,1h 18m,lose,18,페퍼저축은행
92,2021.12.08,GS 칼텍스,0:3,60,75,1h 26m,lose,18,페퍼저축은행
148,2022.01.09,GS 칼텍스,0:3,53,75,1h 17m,lose,18,페퍼저축은행
201,2022.02.24,GS 칼텍스,0:3,58,75,1h 17m,lose,18,페퍼저축은행
42,2021.11.09,IBK기업은행,3:1,97,90,1h 56m,win,18,페퍼저축은행
54,2021.11.16,IBK기업은행,2:3,96,109,2h 13m,lose,18,페퍼저축은행
88,2021.12.05,IBK기업은행,0:3,51,75,1h 17m,lose,18,페퍼저축은행
162,2022.01.18,IBK기업은행,3:0,75,61,1h 35m,win,18,페퍼저축은행
188,2022.02.06,IBK기업은행,0:3,58,75,1h 19m,lose,18,페퍼저축은행
34,2017.11.05,한국도로공사,1:3,82,100,1h 52m,lose,14,현대건설
46,2017.11.14,한국도로공사,3:1,96,76,1h 35m,win,14,현대건설
104,2017.12.23,한국도로공사,1:3,83,96,1h 51m,lose,14,현대건설
110,2017.12.27,한국도로공사,3:1,98,77,1h 37m,win,14,현대건설
146,2018.01.25,한국도로공사,2:3,100,110,2h 08m,lose,14,현대건설
196,2018.02.28,한국도로공사,0:3,54,75,1h 14m,lose,14,현대건설
4,2017.10.15,KGC인삼공사,3:2,116,108,2h 16m,win,14,현대건설
66,2017.11.26,KGC인삼공사,0:3,65,75,1h 24m,lose,14,현대건설
99,2017.12.20,KGC인삼공사,3:0,75,49,1h 07m,win,14,현대건설
128,2018.01.07,KGC인삼공사,1:3,81,98,1h 44m,lose,14,현대건설
155,2018.01.31,KGC인삼공사,0:3,61,75,1h 13m,lose,14,현대건설
204,2018.03.04,KGC인삼공사,2:3,104,105,2h 08m,lose,14,현대건설
17,2017.10.25,흥국생명,3:0,75,49,1h 07m,win,14,현대건설
56,2017.11.19,흥국생명,3:0,75,59,1h 18m,win,14,현대건설
91,2017.12.14,흥국생명,0:3,69,77,1h 32m,lose,14,현대건설
133,2018.01.11,흥국생명,3:1,99,88,1h 59m,win,14,현대건설
171,2018.02.10,흥국생명,3:1,100,87,1h 41m,win,14,현대건설
214,2018.03.13,흥국생명,2:3,105,106,2h 18m,lose,14,현대건설
22,2017.10.28,GS 칼텍스,3:0,75,60,1h 19m,win,14,현대건설
37,2017.11.08,GS 칼텍스,2:3,102,109,2h 15m,lose,14,현대건설
84,2017.12.09,GS 칼텍스,3:0,75,58,1h 21m,win,14,현대건설
140,2018.01.16,GS 칼텍스,3:1,94,76,1h 41m,win,14,현대건설
179,2018.02.15,GS 칼텍스,0:3,65,75,1h 23m,lose,14,현대건설
185,2018.02.20,GS 칼텍스,2:3,105,109,2h 11m,lose,14,현대건설
7,2017.10.18,IBK기업은행,3:2,105,101,2h 07m,win,14,현대건설
59,2017.11.22,IBK기업은행,3:0,75,51,1h 11m,win,14,현대건설
77,2017.12.05,IBK기업은행,2:3,99,113,2h 05m,lose,14,현대건설
119,2018.01.01,IBK기업은행,1:3,78,94,1h 40m,lose,14,현대건설
163,2018.02.06,IBK기업은행,3:1,98,92,1h 56m,win,14,현대건설
194,2018.02.25,IBK기업은행,0:3,54,75,1h 14m,lose,14,현대건설
217,2018.03.17,IBK기업은행,0:3,56,75,1h 16m,lose,14,현대건설
219,2018.03.19,IBK기업은행,3:1,96,94,1h 55m,win,14,현대건설
221,2018.03.21,IBK기업은행,0:3,60,76,1h 21m,lose,14,현대건설
시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,14,현대건설
25,2018.10.31,한국도로공사,2:3,113,115,2h 43m,lose,15,현대건설
43,2018.11.10,한국도로공사,0:3,64,75,1h 30m,lose,15,현대건설
76,2018.12.02,한국도로공사,0:3,56,75,1h 21m,lose,15,현대건설
122,2019.01.02,한국도로공사,3:1,94,87,1h 59m,win,15,현대건설
154,2019.01.30,한국도로공사,3:2,103,102,2h 08m,win,15,현대건설
184,2019.02.17,한국도로공사,1:3,78,94,1h 51m,lose,15,현대건설
29,2018.11.02,KGC인삼공사,1:3,83,95,1h 45m,lose,15,현대건설
70,2018.11.29,KGC인삼공사,0:3,67,75,1h 34m,lose,15,현대건설
79,2018.12.05,KGC인삼공사,3:0,75,56,1h 23m,win,15,현대건설
126,2019.01.05,KGC인삼공사,3:0,80,66,1h 31m,win,15,현대건설
161,2019.02.03,KGC인삼공사,3:0,75,54,1h 14m,win,15,현대건설
194,2019.02.24,KGC인삼공사,3:1,98,87,1h 56m,win,15,현대건설
21,2018.10.28,흥국생명,0:3,68,75,1h 30m,lose,15,현대건설
48,2018.11.14,흥국생명,0:3,61,75,1h 19m,lose,15,현대건설
94,2018.12.15,흥국생명,1:3,86,98,1h 54m,lose,15,현대건설
117,2018.12.30,흥국생명,0:3,55,75,1h 16m,lose,15,현대건설
151,2019.01.27,흥국생명,0:3,61,75,1h 30m,lose,15,현대건설
213,2019.03.09,흥국생명,1:3,74,98,1h 46m,lose,15,현대건설
11,2018.10.23,GS 칼텍스,1:3,77,95,1h 49m,lose,15,현대건설
39,2018.11.07,GS 칼텍스,0:3,50,75,1h 14m,lose,15,현대건설
100,2018.12.19,GS 칼텍스,2:3,105,101,2h 09m,lose,15,현대건설
111,2018.12.26,GS 칼텍스,0:3,58,75,1h 17m,lose,15,현대건설
165,2019.02.05,GS 칼텍스,3:1,89,82,1h 42m,win,15,현대건설
201,2019.03.01,GS 칼텍스,0:3,55,75,1h 18m,lose,15,현대건설
14,2018.10.25,IBK기업은행,0:3,50,75,1h 16m,lose,15,현대건설
63,2018.11.24,IBK기업은행,0:3,57,75,1h 22m,lose,15,현대건설
104,2018.12.22,IBK기업은행,1:3,85,90,1h 50m,lose,15,현대건설
138,2019.01.13,IBK기업은행,3:1,96,82,1h 58m,win,15,현대건설
178,2019.02.14,IBK기업은행,2:3,103,102,2h 15m,lose,15,현대건설
187,2019.02.20,IBK기업은행,3:0,77,69,1h 38m,win,15,현대건설
시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,15,현대건설
27,2019.10.31,한국도로공사,3:0,75,55,1h 22m,win,16,현대건설
41,2019.11.09,한국도로공사,3:0,77,68,1h 28m,win,16,현대건설
76,2019.12.01,한국도로공사,3:1,98,78,1h 54m,win,16,현대건설
143,2020.01.30,한국도로공사,3:0,75,61,1h 21m,win,16,현대건설
161,2020.02.11,한국도로공사,3:0,75,59,1h 23m,win,16,현대건설
14,2019.10.23,KGC인삼공사,3:1,98,77,1h 54m,win,16,현대건설
52,2019.11.16,KGC인삼공사,3:1,97,88,2h 04m,win,16,현대건설
98,2019.12.15,KGC인삼공사,3:1,95,90,1h 51m,win,16,현대건설
131,2020.01.23,KGC인삼공사,3:2,118,105,2h 20m,win,16,현대건설
168,2020.02.15,KGC인삼공사,1:3,91,93,1h 53m,lose,16,현대건설
19,2019.10.26,흥국생명,0:3,50,75,1h 17m,lose,16,현대건설
47,2019.11.13,흥국생명,3:2,103,98,2h 05m,win,16,현대건설
82,2019.12.05,흥국생명,3:2,102,103,2h 09m,win,16,현대건설
138,2020.01.27,흥국생명,3:2,106,105,2h 17m,win,16,현대건설
150,2020.02.04,흥국생명,3:2,95,102,2h 03m,win,16,현대건설
185,2020.02.26,흥국생명,0:3,57,77,1h 19m,lose,16,현대건설
36,2019.11.06,GS 칼텍스,1:3,74,101,1h 51m,lose,16,현대건설
71,2019.11.28,GS 칼텍스,1:3,84,99,1h 52m,lose,16,현대건설
103,2019.12.19,GS 칼텍스,3:0,75,58,1h 25m,win,16,현대건설
120,2020.01.16,GS 칼텍스,3:1,100,84,1h 51m,win,16,현대건설
181,2020.02.23,GS 칼텍스,2:3,102,117,2h 27m,lose,16,현대건설
192,2020.03.01,GS 칼텍스,3:0,75,59,1h 19m,win,16,현대건설
32,2019.11.03,IBK기업은행,3:1,96,79,1h 50m,win,16,현대건설
56,2019.11.19,IBK기업은행,3:2,101,107,2h 22m,win,16,현대건설
89,2019.12.10,IBK기업은행,3:1,96,82,1h 42m,win,16,현대건설
125,2020.01.19,IBK기업은행,0:3,69,77,1h 31m,lose,16,현대건설
172,2020.02.18,IBK기업은행,3:0,75,63,1h 25m,win,16,현대건설
시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,16,현대건설
10,2020.10.23,한국도로공사,3:0,75,66,1h 32m,win,17,현대건설
72,2020.12.04,한국도로공사,1:3,78,96,1h 47m,lose,17,현대건설
78,2020.12.08,한국도로공사,2:3,96,105,2h 04m,lose,17,현대건설
132,2021.01.16,한국도로공사,1:3,75,96,1h 41m,lose,17,현대건설
146,2021.01.27,한국도로공사,0:3,65,76,1h 31m,lose,17,현대건설
198,2021.03.14,한국도로공사,2:3,102,97,2h 08m,lose,17,현대건설
34,2020.11.08,KGC인삼공사,0:3,59,75,1h 27m,lose,17,현대건설
65,2020.11.29,KGC인삼공사,3:0,75,63,1h 25m,win,17,현대건설
84,2020.12.12,KGC인삼공사,1:3,85,97,2h 06m,lose,17,현대건설
113,2021.01.01,KGC인삼공사,3:0,75,60,1h 23m,win,17,현대건설
161,2021.02.06,KGC인삼공사,2:3,106,110,2h 20m,lose,17,현대건설
185,2021.02.26,KGC인삼공사,2:3,105,114,2h 16m,lose,17,현대건설
26,2020.11.03,흥국생명,1:3,82,98,1h 49m,lose,17,현대건설
55,2020.11.22,흥국생명,0:3,54,75,1h 20m,lose,17,현대건설
108,2020.12.29,흥국생명,3:2,101,106,2h 00m,win,17,현대건설
119,2021.01.08,흥국생명,0:3,65,76,1h 25m,lose,17,현대건설
153,2021.01.31,흥국생명,3:2,107,105,2h 12m,win,17,현대건설
192,2021.03.09,흥국생명,3:1,101,75,1h 46m,win,17,현대건설
2,2020.10.17,GS 칼텍스,3:2,104,102,2h 08m,win,17,현대건설
43,2020.11.14,GS 칼텍스,0:3,69,79,1h 34m,lose,17,현대건설
94,2020.12.19,GS 칼텍스,3:1,98,97,1h 58m,win,17,현대건설
140,2021.01.22,GS 칼텍스,1:3,93,103,2h 04m,lose,17,현대건설
165,2021.02.09,GS 칼텍스,3:2,104,108,2h 18m,win,17,현대건설
189,2021.03.05,GS 칼텍스,2:3,105,106,2h 21m,lose,17,현대건설
20,2020.10.30,IBK기업은행,1:3,94,93,1h 58m,lose,17,현대건설
47,2020.11.17,IBK기업은행,1:3,86,92,1h 47m,lose,17,현대건설
104,2020.12.26,IBK기업은행,1:3,91,101,1h 56m,lose,17,현대건설
125,2021.01.12,IBK기업은행,2:3,99,106,2h 07m,lose,17,현대건설
170,2021.02.13,IBK기업은행,3:1,93,92,1h 58m,win,17,현대건설
181,2021.02.20,IBK기업은행,3:2,112,105,2h 14m,win,17,현대건설
시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,시즌 상대전적이 없습니다.,17,현대건설
8,2021.10.20,한국도로공사,3:0,75,56,1h 25m,win,18,현대건설
56,2021.11.17,한국도로공사,3:0,75,47,1h 18m,win,18,현대건설
90,2021.12.07,한국도로공사,2:3,104,112,2h 23m,lose,18,현대건설
146,2022.01.08,한국도로공사,3:1,98,88,2h 11m,win,18,현대건설
200,2022.02.23,한국도로공사,0:3,59,75,1h 34m,lose,18,현대건설
206,2022.03.01,한국도로공사,3:2,110,103,2h 29m,win,18,현대건설
28,2021.10.31,KGC인삼공사,3:0,77,60,1h 34m,win,18,현대건설
84,2021.12.03,KGC인삼공사,3:1,100,81,1h 59m,win,18,현대건설
108,2021.12.17,KGC인삼공사,3:0,76,51,1h 24m,win,18,현대건설
138,2022.01.04,KGC인삼공사,3:2,111,111,2h 25m,win,18,현대건설
202,2022.02.25,KGC인삼공사,2:3,95,106,2h 16m,lose,18,현대건설
16,2021.10.24,흥국생명,3:1,93,88,1h 55m,win,18,현대건설
72,2021.11.26,흥국생명,3:1,93,86,1h 51m,win,18,현대건설
102,2021.12.14,흥국생명,3:0,75,55,1h 25m,win,18,현대건설
164,2022.01.19,흥국생명,3:1,97,71,1h 41m,win,18,현대건설
170,2022.01.28,흥국생명,3:0,75,57,1h 19m,win,18,현대건설
20,2021.10.27,GS 칼텍스,3:1,90,90,2h 02m,win,18,현대건설
44,2021.11.10,GS 칼텍스,3:0,75,51,1h 17m,win,18,현대건설
98,2021.12.11,GS 칼텍스,3:1,97,85,2h 03m,win,18,현대건설
130,2021.12.30,GS 칼텍스,3:1,97,86,1h 50m,win,18,현대건설
184,2022.02.04,GS 칼텍스,3:2,100,104,2h 09m,win,18,현대건설
4,2021.10.17,IBK기업은행,3:1,98,73,1h 47m,win,18,현대건설
62,2021.11.20,IBK기업은행,3:1,96,88,1h 51m,win,18,현대건설
124,2021.12.26,IBK기업은행,3:0,75,62,1h 27m,win,18,현대건설
150,2022.01.11,IBK기업은행,3:1,97,87,1h 55m,win,18,현대건설
199,2022.02.22,IBK기업은행,3:1,94,81,1h 54m,win,18,현대건설
36,2021.11.05,페퍼저축은행,3:2,107,96,2h 08m,win,18,현대건설
50,2021.11.13,페퍼저축은행,3:0,75,53,1h 18m,win,18,현대건설
116,2021.12.22,페퍼저축은행,3:0,75,54,1h 18m,win,18,현대건설
156,2022.01.14,페퍼저축은행,3:0,75,52,1h 18m,win,18,현대건설
176,2022.01.31,페퍼저축은행,3:0,75,51,1h 18m,win,18,현대건설
